ProductID,Date,Zip,Units,Revenue,Country
1013,8/13/2013,75018,1,104.95,France
1607,8/13/2013,75283 CEDEX 06,1,435.70,France
2043,8/13/2013,75204 CEDEX 13,1,766.45,France
449,8/13/2013,75291 CEDEX 06,1,1039.45,France
981,8/13/2013,75326 CEDEX 07,1,178.45,France
1177,8/13/2013,75239 CEDEX 05,1,262.45,France
2379,8/13/2013,75310 CEDEX 09,1,214.73,France
1175,8/13/2013,75007,1,803.20,France
470,8/14/2013,75230 CEDEX 05,1,1039.45,France
2366,8/14/2013,75006,1,435.23,France
2350,8/14/2013,75048 CEDEX 01,1,414.23,France
461,8/14/2013,75108 CEDEX 02,1,1144.45,France
604,8/14/2013,75034 CEDEX 01,1,551.20,France
451,8/14/2013,75007,1,923.95,France
451,8/14/2013,75230 CEDEX 05,1,923.95,France
2083,8/31/2013,75244 CEDEX 13,1,461.95,France
2395,8/31/2013,75018,1,177.98,France
563,8/31/2013,75239 CEDEX 05,1,787.45,France
615,8/31/2013,75231 CEDEX 05,1,692.95,France
506,8/31/2013,75068 CEDEX 02,1,1359.70,France
651,8/31/2013,75177 CEDEX 17,1,824.20,France
398,8/31/2013,75253 CEDEX 05,1,1574.95,France
402,8/31/2013,75035 CEDEX 01,1,1034.20,France
2099,8/20/2013,75215 CEDEX 16,1,577.45,France
711,8/21/2013,75016,1,246.70,France
1868,8/21/2013,75109 CEDEX 02,1,1186.45,France
2403,8/21/2013,75207 CEDEX 16,1,135.98,France
2366,8/21/2013,75003,1,435.23,France
506,8/21/2013,75049 CEDEX 01,1,1270.45,France
431,8/21/2013,75012,1,1044.70,France
849,8/21/2013,75062 CEDEX 02,1,341.20,France
1567,8/21/2013,75231 CEDEX 05,1,414.70,France
2332,8/21/2013,75041 CEDEX 01,1,576.98,France
1009,8/22/2013,75075 CEDEX 02,1,139.07,France
1086,8/22/2013,75086 CEDEX 02,1,118.07,France
2224,8/22/2013,75007,1,78.23,France
470,8/22/2013,75065 CEDEX 02,1,1039.45,France
2331,8/22/2013,75239 CEDEX 05,1,713.48,France
2199,8/22/2013,75186 CEDEX 04,1,240.98,France
1013,8/22/2013,75100 CEDEX 01,1,104.95,France
2207,8/22/2013,75055 CEDEX 01,1,117.60,France
1085,8/22/2013,75086 CEDEX 02,1,118.07,France
2206,8/22/2013,75055 CEDEX 01,1,117.60,France
668,11/30/2013,75764 CEDEX 16,1,1412.20,France
465,12/20/2013,75714 CEDEX 15,1,1181.20,France
791,12/21/2013,75761 CEDEX 16,1,73.45,France
1868,12/21/2013,75914 CEDEX 13,1,1154.95,France
719,12/21/2013,75770 CEDEX 16,1,104.95,France
720,12/21/2013,75770 CEDEX 16,1,104.95,France
792,12/21/2013,75761 CEDEX 16,1,73.45,France
2224,12/23/2013,75709 CEDEX 13,1,80.85,France
465,12/23/2013,75691 CEDEX 14,1,1181.20,France
2255,12/23/2013,75877 CEDEX 18,1,75.60,France
791,12/23/2013,75770 CEDEX 16,1,73.45,France
651,12/19/2013,75849 CEDEX 17,1,824.20,France
2354,12/19/2013,75938 CEDEX 19,1,388.45,France
791,12/19/2013,75719 CEDEX 15,1,73.45,France
1013,11/30/2013,75688 CEDEX 14,2,209.90,France
2331,11/30/2013,75877 CEDEX 18,1,760.73,France
1566,12/2/2013,75907 CEDEX 15,1,377.95,France
1576,12/2/2013,75866 CEDEX 18,1,283.45,France
2150,12/3/2013,75911 CEDEX 15,2,1217.90,France
2337,12/3/2013,75721 CEDEX 15,1,419.48,France
604,12/4/2013,75974 CEDEX 20,1,551.20,France
451,12/4/2013,75976 CEDEX 20,1,963.32,France
506,12/4/2013,75724 CEDEX 15,1,1270.45,France
2163,12/5/2013,75883 CEDEX 18,4,2834.79,France
819,12/5/2013,75764 CEDEX 16,1,1422.70,France
808,12/5/2013,75915 CEDEX 04,1,398.95,France
506,12/6/2013,75783 CEDEX 16,1,1270.45,France
2337,12/7/2013,75977 CEDEX 20,1,419.48,France
1011,12/7/2013,75848 CEDEX 17,1,293.95,France
1115,12/9/2013,75915 CEDEX 04,1,456.70,France
2269,12/9/2013,75915 CEDEX 04,1,393.23,France
1566,12/10/2013,75877 CEDEX 18,1,377.95,France
598,12/10/2013,75892 CEDEX 18,1,939.70,France
2269,12/11/2013,75741 CEDEX 15,1,393.23,France
792,12/11/2013,75802 CEDEX 08,1,73.45,France
397,12/11/2013,75918 CEDEX 19,1,1496.20,France
465,12/11/2013,75747 CEDEX 15,1,1181.20,France
1300,12/11/2013,75860 CEDEX 18,1,451.45,France
2269,12/11/2013,75915 CEDEX 04,1,393.23,France
653,12/11/2013,75688 CEDEX 14,1,918.70,France
791,12/11/2013,75802 CEDEX 08,1,73.45,France
449,12/12/2013,75948 CEDEX 19,1,1039.45,France
1183,12/12/2013,75689 CEDEX 14,1,724.45,France
391,12/13/2013,75755 CEDEX 15,1,1023.49,France
791,12/13/2013,75707 CEDEX 13,1,73.45,France
2144,12/13/2013,75802 CEDEX 08,1,461.95,France
792,12/13/2013,75707 CEDEX 13,1,73.45,France
2254,12/23/2013,75877 CEDEX 18,1,75.60,France
792,12/23/2013,75770 CEDEX 16,1,73.45,France
2225,12/23/2013,75709 CEDEX 13,1,80.85,France
407,12/24/2013,75689 CEDEX 14,1,1708.82,France
2207,12/26/2013,75707 CEDEX 13,1,114.98,France
9,12/26/2013,75926 CEDEX 19,1,634.73,France
2148,12/26/2013,75883 CEDEX 18,2,1333.40,France
2403,12/26/2013,75849 CEDEX 17,1,133.35,France
1086,12/26/2013,75877 CEDEX 18,1,112.82,France
407,2/19/2014,75770 CEDEX 16,1,1708.82,France
1763,2/20/2014,75860 CEDEX 18,1,498.70,France
465,2/20/2014,75972 CEDEX 20,1,1181.20,France
614,2/20/2014,75742 CEDEX 15,1,700.82,France
616,2/21/2014,75717 CEDEX 15,1,711.32,France
449,1/28/2014,75681 CEDEX 14,1,1070.95,France
449,1/28/2014,75812 CEDEX 17,1,1039.45,France
1809,1/28/2014,75852 CEDEX 17,1,241.45,France
465,1/28/2014,75683 CEDEX 14,1,1181.20,France
465,1/28/2014,75688 CEDEX 14,1,1181.20,France
465,1/28/2014,75717 CEDEX 15,1,1181.20,France
667,1/29/2014,75916 CEDEX 19,1,818.95,France
506,1/29/2014,75749 CEDEX 15,1,1359.70,France
465,1/29/2014,75680 CEDEX 14,1,1181.20,France
1758,1/29/2014,75938 CEDEX 19,1,482.48,France
2045,1/29/2014,75693 CEDEX 14,1,608.95,France
808,1/30/2014,75915 CEDEX 04,1,398.95,France
2269,1/30/2014,75915 CEDEX 04,2,786.45,France
397,1/30/2014,75739 CEDEX 15,1,1496.20,France
2380,1/30/2014,75907 CEDEX 15,1,361.73,France
908,1/30/2014,75943 CEDEX 19,1,215.20,France
506,1/30/2014,75703 CEDEX 13,1,1359.70,France
809,1/30/2014,75785 CEDEX 16,1,269.85,France
1879,1/30/2014,75911 CEDEX 15,1,997.45,France
1053,1/31/2014,75905 CEDEX 15,1,341.20,France
1590,1/31/2014,75757 CEDEX 15,1,446.20,France
604,1/31/2014,75877 CEDEX 18,1,551.20,France
451,1/31/2014,75745 CEDEX 15,1,923.95,France
451,1/31/2014,75872 CEDEX 18,1,963.32,France
2403,1/31/2014,75719 CEDEX 15,1,135.98,France
506,1/31/2014,75716 CEDEX 15,1,1359.70,France
653,1/31/2014,75767 CEDEX 16,1,881.95,France
711,1/31/2014,75767 CEDEX 16,1,246.70,France
826,1/31/2014,75685 CEDEX 14,1,1259.48,France
204,1/31/2014,75712 CEDEX 15,1,876.70,France
449,1/31/2014,75717 CEDEX 15,1,1070.95,France
449,1/31/2014,75909 CEDEX 15,1,1070.95,France
465,1/31/2014,75823 CEDEX 17,1,1181.20,France
1566,1/31/2014,75823 CEDEX 17,1,377.95,France
465,2/3/2014,75868 CEDEX 18,1,1181.20,France
649,2/5/2014,75911 CEDEX 15,1,839.95,France
598,2/5/2014,75750 CEDEX 15,1,971.20,France
2254,2/6/2014,75766 CEDEX 16,1,75.60,France
2280,2/6/2014,75915 CEDEX 04,1,209.48,France
407,2/6/2014,75682 CEDEX 14,1,1708.82,France
2263,2/6/2014,75915 CEDEX 04,2,733.95,France
2255,2/6/2014,75766 CEDEX 16,1,75.60,France
2262,2/6/2014,75915 CEDEX 04,2,733.95,France
205,2/10/2014,75702 CEDEX 13,1,1055.20,France
2337,2/10/2014,75846 CEDEX 17,1,419.48,France
1442,2/11/2014,75755 CEDEX 15,1,498.70,France
1441,2/11/2014,75755 CEDEX 15,1,498.70,France
465,2/11/2014,75742 CEDEX 15,1,1181.20,France
808,2/11/2014,75915 CEDEX 04,1,398.95,France
506,2/11/2014,75943 CEDEX 19,1,1359.70,France
1114,2/11/2014,75831 CEDEX 17,2,456.65,France
1028,2/11/2014,75717 CEDEX 15,1,1123.45,France
545,2/12/2014,75917 CEDEX 19,1,795.32,France
2064,2/21/2014,75915 CEDEX 04,1,640.45,France
506,2/26/2014,75741 CEDEX 15,1,1359.70,France
507,2/26/2014,75742 CEDEX 15,1,2047.45,France
1171,2/27/2014,75773 CEDEX 16,1,398.95,France
2045,2/27/2014,75840 CEDEX 17,1,608.95,France
378,2/27/2014,75923 CEDEX 19,1,787.24,France
816,2/27/2014,75956 CEDEX 19,1,456.70,France
276,2/27/2014,75923 CEDEX 19,1,487.99,France
506,2/27/2014,75825 CEDEX 17,1,1359.70,France
2341,2/27/2014,75852 CEDEX 17,1,466.73,France
1118,2/27/2014,75719 CEDEX 15,1,398.95,France
2399,2/27/2014,75870 CEDEX 18,1,135.98,France
2337,2/27/2014,75926 CEDEX 19,1,419.48,France
1906,9/11/2013,75558 CEDEX 11,1,761.20,France
2341,9/11/2013,75589 CEDEX 12,1,466.73,France
555,9/11/2013,75599 CEDEX 12,1,892.45,France
2275,9/11/2013,75493 CEDEX 10,1,445.73,France
449,9/11/2013,75533 CEDEX 11,1,1070.95,France
908,9/11/2013,75589 CEDEX 12,1,215.20,France
428,9/12/2013,75452 CEDEX 09,1,1196.95,France
834,9/12/2013,75509 CEDEX 15,1,1102.45,France
451,9/12/2013,75475 CEDEX 10,1,923.95,France
902,9/12/2013,75601 CEDEX 12,1,157.45,France
1868,9/27/2013,75574 CEDEX 12,1,1186.45,France
809,9/27/2013,75556 CEDEX 11,1,269.85,France
1662,9/27/2013,75440 CEDEX 09,1,173.20,France
506,9/28/2013,75391 CEDEX 08,1,1270.45,France
589,9/28/2013,75349 SP 07,1,850.45,France
470,9/23/2013,75465 CEDEX 10,1,1039.45,France
449,9/23/2013,75595 CEDEX 12,1,1070.95,France
507,9/23/2013,75544 CEDEX 11,1,2047.45,France
1059,9/23/2013,75432 CEDEX 09,1,170.57,France
1085,9/23/2013,75432 CEDEX 09,1,120.70,France
1590,9/23/2013,75561 CEDEX 12,1,446.20,France
1272,9/23/2013,75561 CEDEX 12,1,530.20,France
115,9/23/2013,75505 CEDEX 15,1,910.88,France
1012,9/23/2013,75597 CEDEX 12,1,178.45,France
824,9/23/2013,75499 CEDEX 10,1,461.95,France
1060,9/23/2013,75432 CEDEX 09,1,170.57,France
1086,9/23/2013,75432 CEDEX 09,1,120.70,France
398,9/23/2013,75381 CEDEX 08,1,1574.95,France
461,9/24/2013,75424 CEDEX 09,1,1220.57,France
791,9/24/2013,75463 CEDEX 10,1,73.45,France
1137,9/24/2013,75496 CEDEX 10,1,834.70,France
74,9/24/2013,75379 CEDEX 08,1,1113.00,France
2055,9/24/2013,75410 CEDEX 08,1,734.95,France
792,9/24/2013,75463 CEDEX 10,1,73.45,France
465,2/22/2014,75629 CEDEX 13,1,1181.20,France
791,2/22/2014,75598 CEDEX 12,2,146.90,France
792,2/22/2014,75598 CEDEX 12,2,146.90,France
41,2/22/2014,75572 CEDEX 12,1,845.25,France
1358,2/24/2014,75493 CEDEX 10,1,517.07,France
640,2/24/2014,75584 CEDEX 12,1,813.70,France
2150,2/24/2014,75422 CEDEX 09,1,608.95,France
1799,2/24/2014,75578 CEDEX 12,1,786.98,France
451,2/24/2014,75576 CEDEX 12,1,963.32,France
1357,2/24/2014,75493 CEDEX 10,1,517.07,France
668,3/11/2014,75365 CEDEX 08,1,1412.20,France
2350,3/11/2014,75597 CEDEX 12,1,403.73,France
2269,3/12/2014,75436 CEDEX 09,1,393.23,France
1027,2/12/2014,75384 CEDEX 08,1,1207.45,France
2214,2/12/2014,75463 CEDEX 10,1,435.23,France
2215,2/12/2014,75463 CEDEX 10,1,435.23,France
506,2/12/2014,75662 CEDEX 14,1,1359.70,France
407,2/13/2014,75352 SP 07,1,1708.82,France
415,2/14/2014,75419 CEDEX 08,4,3832.29,France
506,2/14/2014,75629 CEDEX 13,1,1359.70,France
506,2/15/2014,75495 CEDEX 10,1,1359.70,France
560,2/15/2014,75391 CEDEX 08,1,700.82,France
656,2/15/2014,75370 CEDEX 08,1,913.45,France
506,2/15/2014,75572 CEDEX 12,1,1270.45,France
465,2/15/2014,75417 CEDEX 08,1,1181.20,France
449,3/12/2014,75387 CEDEX 08,1,1070.95,France
465,3/12/2014,75505 CEDEX 15,1,1181.20,France
439,3/12/2014,75396 CEDEX 08,1,1080.82,France
506,3/12/2014,75396 CEDEX 08,1,1359.70,France
506,3/13/2014,75589 CEDEX 12,1,1359.70,France
506,3/13/2014,75610 CEDEX 12,1,1359.70,France
439,3/13/2014,75387 CEDEX 08,1,1080.82,France
465,3/13/2014,75352 SP 07,1,1181.20,France
711,3/14/2014,75499 CEDEX 10,1,246.70,France
1357,3/14/2014,75572 CEDEX 12,1,517.07,France
465,3/14/2014,75550 CEDEX 11,1,1181.20,France
2144,2/24/2014,75396 CEDEX 08,1,477.70,France
465,2/24/2014,75556 CEDEX 11,1,1181.20,France
668,2/25/2014,75357 SP 07,1,1412.20,France
1115,2/25/2014,75437 CEDEX 09,1,456.70,France
506,2/25/2014,75352 SP 07,1,1359.70,France
2052,2/25/2014,75597 CEDEX 12,1,755.95,France
1115,2/25/2014,75459 CEDEX 09,1,456.70,France
1376,2/26/2014,75424 CEDEX 09,1,498.70,France
465,2/26/2014,75365 CEDEX 08,1,1181.20,France
993,2/26/2014,75597 CEDEX 12,1,419.95,France
1375,2/26/2014,75424 CEDEX 09,1,498.70,France
1995,2/26/2014,75581 CEDEX 12,1,419.95,France
2366,2/26/2014,75364 CEDEX 08,1,435.23,France
465,2/26/2014,75389 CEDEX 08,1,1181.20,France
477,2/26/2014,75578 CEDEX 12,1,1369.57,France
589,2/26/2014,75400 CEDEX 08,1,892.45,France
1027,2/26/2014,75504 CEDEX 15,1,1233.70,France
2355,2/26/2014,75361 CEDEX 08,1,650.48,France
615,3/5/2014,75546 CEDEX 11,1,692.95,France
656,3/6/2014,75386 CEDEX 08,1,913.45,France
792,3/7/2014,75656 CEDEX 13,1,73.45,France
981,3/7/2014,75362 CEDEX 08,1,219.98,France
2138,3/7/2014,75364 CEDEX 08,1,482.95,France
2350,3/7/2014,75458 CEDEX 09,1,398.48,France
1650,3/7/2014,75342 CEDEX 07,1,472.45,France
201,3/7/2014,75375 CEDEX 08,1,1569.70,France
791,3/7/2014,75656 CEDEX 13,1,73.45,France
1650,3/7/2014,75370 CEDEX 08,1,472.45,France
939,3/8/2014,75362 CEDEX 08,1,432.60,France
674,3/8/2014,75436 CEDEX 09,1,682.45,France
470,3/8/2014,75391 CEDEX 08,1,1039.45,France
449,3/9/2014,75576 CEDEX 12,1,1070.95,France
465,3/9/2014,75528 CEDEX 11,1,1181.20,France
507,3/10/2014,75599 CEDEX 12,1,2047.45,France
780,3/10/2014,75504 CEDEX 15,1,389.03,France
465,3/10/2014,75656 CEDEX 13,1,1181.20,France
465,3/10/2014,75573 CEDEX 12,1,1181.20,France
779,3/10/2014,75504 CEDEX 15,1,389.03,France
449,3/10/2014,75605 CEDEX 12,1,1070.95,France
826,3/10/2014,75356 SP 07,1,1411.20,France
656,3/11/2014,75561 CEDEX 12,1,913.45,France
201,3/18/2014,75496 CEDEX 10,1,1569.70,France
1722,3/18/2014,75362 CEDEX 08,1,83.95,France
2269,3/18/2014,75383 CEDEX 08,1,393.23,France
2292,3/18/2014,75425 CEDEX 09,1,718.73,France
1115,3/18/2014,75437 CEDEX 09,1,456.70,France
1086,3/19/2014,75589 CEDEX 12,1,118.07,France
506,3/19/2014,75392 CEDEX 08,1,1359.70,France
1085,3/19/2014,75589 CEDEX 12,1,118.07,France
1115,3/19/2014,75535 CEDEX 11,1,456.70,France
1912,3/19/2014,75389 CEDEX 08,1,377.42,France
465,3/20/2014,75542 CEDEX 11,1,1181.20,France
1028,3/20/2014,75392 CEDEX 08,1,1123.45,France
1118,3/20/2014,75363 CEDEX 08,1,398.95,France
2110,3/20/2014,75375 CEDEX 08,1,902.95,France
210,3/20/2014,75447 CEDEX 09,1,1291.45,France
506,3/20/2014,75467 CEDEX 10,1,1359.70,France
372,1/31/2014,75389 CEDEX 08,1,997.24,France
449,1/31/2014,75383 CEDEX 08,1,1070.95,France
465,1/31/2014,75355 SP 07,1,1181.20,France
598,1/31/2014,75357 SP 07,1,971.20,France
173,1/31/2014,75359 SP 07,1,1065.75,France
2269,1/31/2014,75591 CEDEX 12,1,393.23,France
2218,2/4/2014,75395 CEDEX 08,1,172.73,France
1915,2/4/2014,75447 CEDEX 09,1,545.95,France
2219,2/4/2014,75395 CEDEX 08,1,172.73,France
506,2/5/2014,75499 CEDEX 10,1,1359.70,France
762,2/5/2014,75441 CEDEX 09,1,218.93,France
761,2/5/2014,75441 CEDEX 09,1,218.93,France
777,2/5/2014,75394 CEDEX 08,1,146.95,France
2136,2/5/2014,75572 CEDEX 12,1,477.70,France
585,2/5/2014,75459 CEDEX 09,1,419.95,France
778,2/5/2014,75394 CEDEX 08,1,146.95,France
183,2/6/2014,75604 CEDEX 12,1,790.13,France
1118,2/6/2014,75570 CEDEX 12,1,398.95,France
549,2/7/2014,75352 SP 07,1,556.45,France
1129,2/7/2014,75609 CEDEX 12,1,493.45,France
407,2/8/2014,75591 CEDEX 12,1,1708.82,France
598,2/9/2014,75386 CEDEX 08,1,971.20,France
465,2/10/2014,75389 CEDEX 08,1,1181.20,France
945,2/10/2014,75442 CEDEX 09,1,682.45,France
1009,2/10/2014,75509 CEDEX 15,1,139.07,France
1272,2/10/2014,75623 CEDEX 13,1,530.20,France
506,2/11/2014,75371 CEDEX 08,2,2719.40,France
1183,2/11/2014,75417 CEDEX 08,1,750.70,France
449,2/11/2014,75591 CEDEX 12,1,1070.95,France
451,2/11/2014,75352 SP 07,1,923.95,France
1272,2/11/2014,75416 CEDEX 08,1,530.20,France
465,2/11/2014,75432 CEDEX 09,1,1181.20,France
506,2/12/2014,75660 CEDEX 14,1,1359.70,France
465,2/21/2014,75595 CEDEX 12,1,1181.20,France
465,2/26/2014,75424 CEDEX 09,1,1181.20,France
674,2/26/2014,75435 CEDEX 09,1,682.45,France
1,2/26/2014,75436 CEDEX 09,1,412.13,France
324,2/27/2014,75424 CEDEX 09,1,1180.99,France
506,2/27/2014,75378 CEDEX 08,1,1359.70,France
2254,2/27/2014,75384 CEDEX 08,1,75.60,France
808,2/27/2014,75386 CEDEX 08,1,398.95,France
2337,2/27/2014,75528 CEDEX 11,1,419.48,France
2269,2/27/2014,75392 CEDEX 08,2,765.45,France
506,2/27/2014,75629 CEDEX 13,1,1359.70,France
2255,2/27/2014,75384 CEDEX 08,1,75.60,France
451,2/28/2014,75505 CEDEX 15,1,923.95,France
465,2/28/2014,75395 CEDEX 08,1,1181.20,France
1012,2/28/2014,75449 CEDEX 09,1,178.45,France
1809,2/28/2014,75417 CEDEX 08,1,241.45,France
389,2/28/2014,75341 CEDEX 07,1,928.99,France
816,2/28/2014,75387 CEDEX 08,1,456.70,France
1009,2/28/2014,75467 CEDEX 10,2,274.00,France
2193,2/28/2014,75524 CEDEX 11,1,761.25,France
115,2/28/2014,75394 CEDEX 08,1,926.63,France
449,2/28/2014,75541 CEDEX 11,1,1039.45,France
451,2/28/2014,75511 CEDEX 15,1,923.95,France
465,2/28/2014,75365 CEDEX 08,2,2362.40,France
507,2/28/2014,75416 CEDEX 08,1,2047.45,France
598,2/28/2014,75359 SP 07,1,971.20,France
506,2/28/2014,75458 CEDEX 09,1,1359.70,France
2255,2/28/2014,75424 CEDEX 09,1,75.60,France
465,2/28/2014,75432 CEDEX 09,1,1181.20,France
1103,2/28/2014,75578 CEDEX 12,1,157.45,France
2403,2/28/2014,75395 CEDEX 08,1,135.98,France
506,2/28/2014,75400 CEDEX 08,1,1270.45,France
506,2/28/2014,75435 CEDEX 09,1,1359.70,France
2395,2/28/2014,75609 CEDEX 12,1,177.98,France
369,2/28/2014,75341 CEDEX 07,1,892.24,France
2254,2/28/2014,75424 CEDEX 09,1,75.60,France
3,2/28/2014,75604 CEDEX 12,1,955.50,France
415,2/28/2014,75419 CEDEX 08,1,958.07,France
465,2/28/2014,75528 CEDEX 11,1,1181.20,France
