ProductID,Date,Zip,Units,Revenue,Country
407,10/26/2014,M7Y,1,1708.8225,Canada
2058,10/26/2014,M4Y,1,272.9475,Canada
759,10/26/2014,R3G,1,165.3225,Canada
2368,10/26/2014,L5N,1,723.975,Canada
1142,10/26/2014,L5N,1,677.1975,Canada
945,9/4/2014,R3G,1,682.4475,Canada
690,9/5/2014,K1H,1,367.4475,Canada
793,9/5/2014,R3G,1,89.1975,Canada
2385,9/5/2014,M7Y,1,797.475,Canada
794,9/5/2014,R3G,1,89.1975,Canada
604,9/5/2014,L5N,1,524.9475,Canada
2224,8/29/2014,M4E,1,62.9475,Canada
2395,8/29/2014,M4M,1,157.4475,Canada
2384,8/29/2014,R3X,1,664.0725,Canada
2396,8/29/2014,M4P,1,115.4475,Canada
1697,8/26/2014,L4X,1,236.1975,Canada
1819,10/1/2014,M7Y,1,278.1975,Canada
615,10/2/2014,M4Y,1,682.4475,Canada
1182,10/2/2014,L5R,1,209.9475,Canada
438,10/2/2014,L5R,1,997.4475,Canada
1022,10/2/2014,L5R,1,157.4475,Canada
690,10/2/2014,M4Y,1,367.4475,Canada
615,10/3/2014,M4Y,1,682.4475,Canada
927,10/3/2014,L5R,1,503.9475,Canada
440,10/27/2014,M4Y,1,1627.4475,Canada
2269,10/27/2014,L5P,1,349.0725,Canada
636,9/27/2014,R3G,1,926.5725,Canada
548,9/27/2014,R3G,1,519.6975,Canada
1180,9/28/2014,L5P,1,514.4475,Canada
487,9/8/2014,M7Y,1,1102.4475,Canada
491,9/8/2014,L5N,1,944.9475,Canada
2376,9/8/2014,L5P,1,740.1975,Canada
487,9/8/2014,M6H,1,1102.4475,Canada
556,10/6/2014,L5G,1,855.6975,Canada
1320,10/6/2014,K2P,1,351.645,Canada
1507,10/7/2014,R3G,1,94.395,Canada
2367,10/7/2014,M4V,1,471.975,Canada
1508,10/7/2014,R3G,1,94.395,Canada
1120,9/29/2014,R3R,1,194.1975,Canada
487,5/25/2015,L4X,1,1102.4475,Canada
2332,5/26/2015,M4E,1,493.4475,Canada
2405,5/26/2015,M7Y,1,425.1975,Canada
2367,5/26/2015,K1R,1,471.975,Canada
244,5/27/2015,L5N,1,629.7375,Canada
993,5/27/2015,R3G,1,383.1975,Canada
2197,9/16/2014,R3V,1,238.8225,Canada
2207,9/16/2014,M6P,1,102.3225,Canada
2385,9/16/2014,L5R,1,786.45,Canada
1987,9/16/2014,M5R,1,162.6975,Canada
2206,9/16/2014,M6P,1,102.3225,Canada
636,9/30/2014,M4Y,1,881.9475,Canada
907,9/30/2014,M4E,1,608.9475,Canada
1142,9/30/2014,R3V,1,677.1975,Canada
26,9/30/2014,M4Y,1,774.375,Canada
2332,9/30/2014,M5S,1,534.975,Canada
496,9/30/2014,M7Y,1,944.9475,Canada
967,10/8/2014,R3C,1,677.1975,Canada
556,10/9/2014,M4E,1,855.6975,Canada
556,10/9/2014,L5T,1,855.6975,Canada
2379,10/9/2014,H1B,1,194.1975,Canada
2391,10/9/2014,M6H,1,787.4475,Canada
2332,10/9/2014,L5P,1,534.975,Canada
907,9/29/2014,L4X,1,608.9475,Canada
3,10/29/2014,M7Y,1,879.375,Canada
2207,10/29/2014,L5R,1,102.3225,Canada
1722,10/29/2014,M6G,1,86.5725,Canada
2206,10/29/2014,L5R,1,102.3225,Canada
2280,9/16/2014,R3H,1,170.5725,Canada
1171,9/17/2014,M4V,1,356.9475,Canada
959,9/17/2014,L5J,1,842.5725,Canada
180,9/17/2014,K2P,1,800.625,Canada
648,9/17/2014,M6G,1,865.9875,Canada
487,9/17/2014,M4V,1,1102.4475,Canada
981,10/10/2014,R3B,1,178.4475,Canada
789,10/10/2014,R3V,1,225.6975,Canada
790,10/10/2014,R3V,1,225.6975,Canada
107,10/12/2014,R3M,1,552.3,Canada
438,10/12/2014,R2W,1,960.4875,Canada
2097,6/21/2015,R3G,1,488.1975,Canada
927,6/22/2015,M6G,1,514.4475,Canada
590,6/22/2015,L5P,1,892.4475,Canada
491,6/22/2015,R2W,1,892.4475,Canada
2359,6/22/2015,M4N,1,467.1975,Canada
969,5/5/2014,L5G,1,419.9475,Canada
1698,5/6/2014,K1R,1,146.9475,Canada
2361,5/6/2014,K1Y,1,650.475,Canada
208,5/6/2014,H1B,1,1472.5725,Canada
2341,5/7/2014,L5N,1,466.725,Canada
506,5/7/2014,M4X,1,1359.6975,Canada
2218,5/7/2014,M6S,1,172.725,Canada
2084,5/19/2014,L5H,1,750.6975,Canada
209,5/19/2014,M4V,1,1601.1975,Canada
2275,5/20/2014,M4X,1,445.725,Canada
908,5/20/2014,L5T,1,215.1975,Canada
1673,5/20/2014,L5P,1,866.1975,Canada
3,5/20/2014,M7Y,1,955.5,Canada
981,5/21/2014,R3H,1,219.975,Canada
1171,5/21/2014,R3G,1,393.6975,Canada
980,5/21/2014,L5N,1,419.9475,Canada
2363,5/22/2014,R3N,1,944.475,Canada
465,5/22/2014,K1R,1,1181.1975,Canada
945,5/22/2014,M4V,1,702.975,Canada
2366,5/22/2014,L5N,1,419.475,Canada
204,5/27/2014,H1B,1,782.1975,Canada
506,5/27/2014,M6G,1,1359.6975,Canada
2064,5/27/2014,M5R,1,656.1975,Canada
653,5/27/2014,R3G,1,918.6975,Canada
506,5/27/2014,M4V,1,1359.6975,Canada
2403,5/27/2014,R3V,1,135.975,Canada
506,5/28/2014,K1N,1,1359.6975,Canada
1879,5/28/2014,L5P,1,1076.1975,Canada
2355,5/28/2014,M4N,1,708.225,Canada
589,5/28/2014,K1H,1,892.4475,Canada
2197,5/28/2014,R2W,1,272.475,Canada
1171,5/31/2014,M5A,1,393.6975,Canada
449,5/31/2014,M4P,1,1070.9475,Canada
549,5/31/2014,L5N,1,564.3225,Canada
507,5/31/2014,M5L,1,2047.4475,Canada
902,5/31/2014,M5L,1,157.4475,Canada
2089,5/31/2014,L5N,1,787.4475,Canada
183,5/31/2014,L5R,1,795.375,Canada
461,5/31/2014,M7Y,1,1220.5725,Canada
506,5/31/2014,M5P,1,1359.6975,Canada
598,5/31/2014,R3G,1,971.1975,Canada
604,5/31/2014,H1B,1,559.0725,Canada
2218,6/7/2014,R3T,1,172.725,Canada
902,6/7/2014,R3G,1,157.4475,Canada
1177,6/9/2014,L5N,1,272.9475,Canada
449,6/20/2014,R3H,1,1070.9475,Canada
560,5/31/2014,R3S,1,700.8225,Canada
604,5/31/2014,M4E,1,559.0725,Canada
656,5/31/2014,M7Y,1,950.1975,Canada
2052,5/31/2014,L5P,1,766.4475,Canada
1722,6/3/2014,L5N,1,83.9475,Canada
656,6/3/2014,M4V,1,950.1975,Canada
2277,6/3/2014,R3L,1,330.225,Canada
902,6/21/2014,M7Y,1,157.4475,Canada
558,6/22/2014,R3T,1,1522.4475,Canada
690,6/23/2014,L5N,1,433.0725,Canada
1265,6/23/2014,K1A,1,866.1975,Canada
362,6/23/2014,L5R,1,734.7375,Canada
465,6/23/2014,H1B,1,1181.1975,Canada
1904,6/10/2014,H1B,1,682.4475,Canada
2395,6/10/2014,K1N,1,177.975,Canada
205,6/11/2014,K1N,1,1144.4475,Canada
208,6/11/2014,M6H,1,1472.5725,Canada
1727,6/12/2014,M7Y,1,839.475,Canada
2054,6/12/2014,R3N,1,729.6975,Canada
407,6/13/2014,M6H,1,1708.8225,Canada
465,6/13/2014,M7Y,1,1181.1975,Canada
555,6/13/2014,M7Y,1,929.1975,Canada
585,6/13/2014,H1B,1,419.9475,Canada
651,6/13/2014,R3C,1,834.6975,Canada
1113,6/13/2014,K2P,1,194.1975,Canada
2292,6/13/2014,R3R,1,718.725,Canada
506,6/13/2014,M5X,1,1359.6975,Canada
993,6/13/2014,H1B,1,432.6,Canada
826,6/13/2014,M5R,1,1259.475,Canada
1889,6/14/2014,L5R,1,656.1975,Canada
1871,6/14/2014,R3G,1,1049.9475,Canada
585,6/14/2014,M5R,1,419.9475,Canada
925,6/14/2014,L5N,1,330.6975,Canada
561,6/14/2014,L5N,1,745.4475,Canada
1028,6/14/2014,K1K,1,1102.4475,Canada
465,6/14/2014,R3V,1,1181.1975,Canada
451,6/14/2014,L5T,1,963.3225,Canada
465,6/14/2014,L5P,1,1181.1975,Canada
1488,6/16/2014,L5N,1,511.8225,Canada
2089,6/23/2014,K1R,1,787.4475,Canada
204,6/24/2014,M6H,1,860.9475,Canada
1140,6/24/2014,L5P,1,845.1975,Canada
1176,6/24/2014,K1H,1,614.1975,Canada
826,6/24/2014,M6G,1,1259.475,Canada
407,6/24/2014,M4R,1,1708.8225,Canada
829,6/24/2014,K1Y,1,330.6975,Canada
407,6/25/2014,R3V,1,1708.8225,Canada
449,6/25/2014,R3C,1,1070.9475,Canada
1053,6/25/2014,R3W,1,341.1975,Canada
941,6/25/2014,R3M,1,944.9475,Canada
834,6/25/2014,L5P,1,1102.4475,Canada
1177,6/25/2014,M4E,1,288.6975,Canada
1487,6/16/2014,L5N,1,511.8225,Canada
653,6/17/2014,L5T,1,918.6975,Canada
1879,6/17/2014,M8V,1,1102.4475,Canada
1896,6/17/2014,L4Y,1,734.9475,Canada
2369,6/17/2014,R3L,1,450.975,Canada
900,6/18/2014,L5P,1,304.4475,Canada
2366,6/18/2014,L5V,1,435.225,Canada
2144,6/19/2014,M6H,1,477.6975,Canada
1896,6/26/2014,M6H,1,734.9475,Canada
560,6/27/2014,M4Y,1,700.8225,Canada
465,6/27/2014,R2W,1,1181.1975,Canada
2054,6/27/2014,H1B,1,724.4475,Canada
668,6/27/2014,L5R,1,1412.1975,Canada
604,9/21/2014,L5N,1,524.9475,Canada
959,9/21/2014,M5L,1,863.5725,Canada
1062,9/21/2014,K1Y,1,146.9475,Canada
2207,10/14/2014,L5G,1,102.3225,Canada
2236,10/14/2014,R3G,1,183.6975,Canada
2236,10/14/2014,L5G,1,183.6975,Canada
2365,10/14/2014,L5N,1,529.725,Canada
1140,10/14/2014,H1B,1,755.9475,Canada
1714,6/22/2015,R3H,1,104.9475,Canada
942,4/8/2015,R3G,1,614.1975,Canada
1180,4/8/2015,L5G,1,514.4475,Canada
1517,4/8/2015,K1Z,1,230.895,Canada
674,4/5/2015,M5S,1,692.9475,Canada
1049,3/15/2015,R3G,1,257.1975,Canada
1129,3/15/2015,L5P,1,461.9475,Canada
615,11/15/2014,M6G,1,682.4475,Canada
793,11/16/2014,M5N,1,89.1975,Canada
2054,9/10/2014,L5P,1,603.6975,Canada
599,9/10/2014,R3H,1,886.9875,Canada
599,9/10/2014,L5N,1,886.9875,Canada
531,10/31/2014,L5G,1,629.7375,Canada
1974,10/31/2014,M4V,2,115.395,Canada
496,10/12/2014,M6H,1,944.9475,Canada
907,10/13/2014,H1B,1,608.9475,Canada
993,10/13/2014,R3M,1,367.4475,Canada
13,10/13/2014,M7Y,1,435.6975,Canada
43,10/13/2014,R3T,1,419.9475,Canada
2331,10/13/2014,R3T,1,655.725,Canada
2237,10/14/2014,R3G,1,183.6975,Canada
2365,10/14/2014,R3V,1,540.225,Canada
2237,10/14/2014,L5G,1,183.6975,Canada
763,11/16/2014,R3H,1,333.3225,Canada
794,11/16/2014,M5N,1,89.1975,Canada
764,11/16/2014,R3H,1,333.3225,Canada
633,11/17/2014,H1B,1,566.9475,Canada
1086,11/17/2014,K1R,1,102.3225,Canada
2045,11/17/2014,R3W,1,514.4475,Canada
491,11/17/2014,R3E,1,944.9475,Canada
1085,11/17/2014,K1R,1,102.3225,Canada
826,11/17/2014,M7Y,1,1102.4475,Canada
2091,10/31/2014,L5N,1,183.6975,Canada
778,10/31/2014,R3G,1,125.9475,Canada
907,10/31/2014,H1B,1,608.9475,Canada
1975,10/31/2014,M4V,2,115.395,Canada
2207,10/31/2014,M4R,1,102.3225,Canada
457,10/28/2014,L5R,1,997.4475,Canada
808,10/28/2014,R3G,1,377.9475,Canada
3,10/28/2014,L5B,1,879.375,Canada
808,9/19/2014,R3G,1,377.9475,Canada
2197,9/19/2014,M5P,2,477.645,Canada
2069,3/16/2015,K1R,1,524.9475,Canada
585,3/23/2015,M6H,1,419.9475,Canada
1137,3/23/2015,M6S,1,745.4475,Canada
2384,3/23/2015,M5X,1,664.0725,Canada
690,3/23/2015,M6H,1,367.4475,Canada
1958,3/23/2015,M4X,1,78.6975,Canada
491,3/24/2015,R3H,1,892.4475,Canada
1722,4/6/2015,H1B,2,173.145,Canada
959,4/6/2015,M4P,1,863.5725,Canada
2143,4/6/2015,M7Y,1,440.9475,Canada
2150,4/6/2015,R3G,1,514.4475,Canada
1060,4/30/2015,R3N,1,157.4475,Canada
2215,4/30/2015,R3B,1,393.6975,Canada
2099,4/30/2015,L5N,1,430.4475,Canada
487,4/30/2015,M6H,1,1102.4475,Canada
690,1/31/2015,L5G,1,367.4475,Canada
1077,2/1/2015,R3B,1,351.6975,Canada
1078,2/1/2015,R3B,1,351.6975,Canada
535,2/2/2015,L5G,1,540.4875,Canada
907,2/15/2015,M7Y,1,608.9475,Canada
491,2/15/2015,M7Y,1,892.4475,Canada
760,11/27/2014,L5N,1,165.3225,Canada
1715,11/27/2014,K1K,1,257.1975,Canada
2123,10/16/2014,M6G,1,650.9475,Canada
676,10/17/2014,R3V,1,761.1975,Canada
1000,10/17/2014,R3G,1,107.5725,Canada
2365,10/19/2014,L5N,1,529.725,Canada
1104,10/19/2014,L5G,1,141.6975,Canada
2269,10/19/2014,L5R,1,372.225,Canada
1182,10/19/2014,L5N,1,215.1975,Canada
1180,9/22/2014,M4E,1,524.9475,Canada
907,9/23/2014,R3G,1,656.1975,Canada
2055,9/23/2014,M6G,1,656.1975,Canada
2206,10/31/2014,M4R,1,102.3225,Canada
781,12/23/2014,M6H,1,110.1975,Canada
781,12/24/2014,M6G,1,110.1975,Canada
2225,11/27/2014,K1N,1,62.9475,Canada
1705,11/27/2014,R3G,1,146.9475,Canada
760,11/27/2014,L5T,1,165.3225,Canada
793,11/27/2014,L4Y,1,89.1975,Canada
759,11/27/2014,L5N,1,165.3225,Canada
794,11/27/2014,L5N,1,89.1975,Canada
487,11/28/2014,R3H,1,1102.4475,Canada
690,11/28/2014,M5P,1,367.4475,Canada
2219,11/28/2014,K1R,1,152.1975,Canada
438,11/28/2014,M4Y,1,960.4875,Canada
762,11/28/2014,R3G,1,191.5725,Canada
2269,11/28/2014,R3G,1,343.8225,Canada
2218,11/28/2014,K1R,1,152.1975,Canada
559,10/19/2014,K1H,1,629.9475,Canada
1103,10/19/2014,L5G,1,141.6975,Canada
1212,10/19/2014,L5N,1,404.1975,Canada
438,10/20/2014,M4Y,1,997.4475,Canada
826,10/20/2014,L5V,1,1102.4475,Canada
528,10/20/2014,R3G,1,603.4875,Canada
959,9/23/2014,M4E,1,863.5725,Canada
2145,9/23/2014,R3S,1,404.1975,Canada
2280,11/3/2014,R3G,1,170.5725,Canada
2361,11/3/2014,L5T,1,603.225,Canada
2055,12/24/2014,R2W,1,656.1975,Canada
778,12/24/2014,M6H,1,125.9475,Canada
778,11/30/2014,H1B,1,125.9475,Canada
1982,11/30/2014,M4Y,1,320.1975,Canada
794,11/30/2014,L5N,1,89.1975,Canada
781,12/16/2014,R3X,1,108.6225,Canada
791,12/16/2014,R3E,1,70.8225,Canada
907,2/5/2015,M6S,1,608.9475,Canada
978,2/5/2015,R3W,1,803.1975,Canada
2225,2/18/2015,L5N,1,60.3225,Canada
2224,2/18/2015,L5N,1,60.3225,Canada
1180,2/18/2015,L5T,1,514.4475,Canada
438,3/31/2015,R3K,1,997.4475,Canada
927,3/31/2015,M6H,1,514.4475,Canada
927,3/31/2015,M6S,1,514.4475,Canada
721,6/30/2014,L5N,1,167.9475,Canada
1171,6/30/2014,R3H,1,393.6975,Canada
1177,6/30/2014,L5N,1,262.4475,Canada
207,6/30/2014,L5P,1,1028.9475,Canada
598,6/30/2014,M6S,1,971.1975,Canada
927,6/30/2014,M4V,1,605.85,Canada
732,6/30/2014,R3V,1,146.9475,Canada
1908,6/30/2014,M6G,1,448.8225,Canada
2412,6/30/2014,L5R,1,120.225,Canada
1868,6/30/2014,R3V,1,1181.1975,Canada
132,6/30/2014,L5R,1,782.25,Canada
722,6/30/2014,L5N,1,167.9475,Canada
1013,6/30/2014,L5P,1,104.9475,Canada
1301,6/30/2014,H1B,1,519.6975,Canada
199,6/30/2014,L5P,1,1286.1975,Canada
465,6/30/2014,L5R,1,1181.1975,Canada
731,6/30/2014,R3V,1,146.9475,Canada
945,6/30/2014,L5N,1,702.975,Canada
690,3/14/2015,M5X,1,367.4475,Canada
1339,3/15/2015,L5R,1,288.645,Canada
487,3/15/2015,M7Y,1,1102.4475,Canada
556,3/15/2015,M6H,1,855.6975,Canada
1340,3/15/2015,L5R,1,288.645,Canada
1182,8/13/2014,L5R,1,215.1975,Canada
2331,8/13/2014,L5N,1,650.475,Canada
907,8/31/2014,L5G,1,629.9475,Canada
1182,8/31/2014,M4V,1,157.4475,Canada
2277,9/24/2014,M5S,1,304.4475,Canada
1989,9/24/2014,R3B,1,393.6975,Canada
907,9/24/2014,M6S,1,603.6975,Canada
1085,8/27/2014,R3P,1,91.8225,Canada
1508,8/27/2014,K2P,1,94.395,Canada
1995,9/1/2014,M5P,1,446.1975,Canada
506,9/1/2014,M4E,1,1296.6975,Canada
240,8/17/2014,M6S,1,460.6875,Canada
1009,8/17/2014,M4Y,1,112.8225,Canada
2396,8/13/2014,L5N,1,115.4475,Canada
978,8/14/2014,M4Y,1,782.1975,Canada
1140,8/14/2014,R3H,1,755.9475,Canada
808,8/14/2014,R3H,1,343.8225,Canada
927,8/14/2014,M4Y,1,503.9475,Canada
412,8/14/2014,M6H,1,1627.4475,Canada
438,9/24/2014,M4V,1,997.4475,Canada
496,9/25/2014,M6H,1,928.9875,Canada
2189,9/25/2014,M6J,1,309.6975,Canada
907,9/1/2014,R3H,1,608.9475,Canada
2365,9/1/2014,M5S,1,529.725,Canada
2036,9/1/2014,M5L,1,183.6975,Canada
907,3/15/2015,L5T,1,603.6975,Canada
506,1/30/2015,L5P,1,1296.6975,Canada
578,1/30/2015,L5N,1,787.4475,Canada
993,1/30/2015,R3V,1,367.4475,Canada
996,2/9/2015,R3E,1,719.1975,Canada
604,4/2/2015,L5H,1,524.9475,Canada
2055,4/2/2015,R3V,1,656.1975,Canada
1043,3/10/2015,R3G,1,362.1975,Canada
2369,3/10/2015,M4P,1,424.725,Canada
733,3/10/2015,R3B,1,398.9475,Canada
995,3/10/2015,M4V,1,598.4475,Canada
457,3/10/2015,M5X,1,997.4475,Canada
2331,3/23/2015,K1R,1,655.725,Canada
977,3/23/2015,K1H,1,524.9475,Canada
1191,3/23/2015,L5P,1,267.6975,Canada
2225,4/3/2015,L5N,1,60.3225,Canada
2224,4/3/2015,L5N,1,60.3225,Canada
1958,8/27/2014,M4V,1,78.6975,Canada
777,10/5/2014,L5T,1,125.9475,Canada
778,10/5/2014,L5T,1,125.9475,Canada
1142,10/5/2014,R3G,1,703.4475,Canada
1852,10/5/2014,M6G,1,173.1975,Canada
1182,10/6/2014,M6S,1,209.9475,Canada
2369,9/28/2014,L5G,1,414.225,Canada
2379,9/28/2014,M6J,1,194.1975,Canada
1495,9/28/2014,L5R,1,419.895,Canada
491,9/28/2014,M5X,1,944.9475,Canada
1496,9/28/2014,L5R,1,419.895,Canada
506,9/9/2014,L5N,1,1296.6975,Canada
1703,9/9/2014,M6P,1,107.5725,Canada
2350,9/30/2014,L5T,1,372.225,Canada
1319,10/6/2014,K2P,1,351.645,Canada
604,11/7/2014,K1N,1,524.9475,Canada
907,11/9/2014,M7Y,1,608.9475,Canada
1129,11/9/2014,L5N,1,461.9475,Canada
531,1/12/2015,M6G,1,629.7375,Canada
907,1/12/2015,L5R,1,608.9475,Canada
1714,1/13/2015,R3G,1,104.9475,Canada
794,12/30/2014,R3N,1,89.1975,Canada
791,12/30/2014,H3A,1,70.8225,Canada
792,12/30/2014,M4K,1,70.8225,Canada
491,12/30/2014,M4N,1,892.4475,Canada
2236,12/22/2014,R3E,1,194.1975,Canada
778,12/22/2014,R3N,1,125.9475,Canada
1958,12/22/2014,R3S,1,78.6975,Canada
1959,12/22/2014,R2V,1,78.6975,Canada
1959,12/31/2014,R3G,1,78.6975,Canada
793,12/31/2014,R3H,1,89.1975,Canada
2332,12/31/2014,M5S,1,534.975,Canada
794,12/31/2014,R3H,1,89.1975,Canada
779,11/10/2014,M6S,1,351.6975,Canada
781,11/10/2014,M5R,1,108.6225,Canada
2045,11/10/2014,M6S,1,514.4475,Canada
780,11/10/2014,M6S,1,351.6975,Canada
782,11/10/2014,M5R,1,108.6225,Canada
807,11/10/2014,M6S,1,220.4475,Canada
440,11/11/2014,M5R,1,1627.4475,Canada
457,1/14/2015,L5P,1,997.4475,Canada
405,1/14/2015,M4Y,1,1916.1975,Canada
487,1/15/2015,M5R,1,1102.4475,Canada
626,1/15/2015,H1G,1,1417.4475,Canada
808,1/16/2015,K1R,1,377.9475,Canada
1958,12/31/2014,R3G,1,78.6975,Canada
506,3/31/2015,L5N,1,1296.6975,Canada
517,3/31/2015,M6H,1,682.2375,Canada
927,3/31/2015,L5N,1,514.4475,Canada
996,3/31/2015,M4E,1,719.1975,Canada
736,4/9/2015,M6H,1,388.4475,Canada
438,4/9/2015,R3H,1,997.4475,Canada
636,4/9/2015,M7Y,1,881.9475,Canada
1530,4/9/2015,M5R,1,419.895,Canada
735,4/9/2015,M6H,1,388.4475,Canada
2224,3/17/2015,L5P,1,60.3225,Canada
2206,10/14/2014,L5G,1,102.3225,Canada
907,10/15/2014,K1N,1,608.9475,Canada
2332,11/17/2014,R3H,1,534.975,Canada
2090,11/18/2014,M6H,1,383.1975,Canada
609,11/18/2014,R3G,1,839.9475,Canada
609,11/18/2014,M4V,1,839.9475,Canada
1213,11/18/2014,K1A,1,519.6975,Canada
548,11/18/2014,M5R,1,519.6975,Canada
793,11/19/2014,M7Y,2,178.395,Canada
947,11/19/2014,L5P,1,708.6975,Canada
491,11/19/2014,M4V,1,892.4475,Canada
1707,11/19/2014,M6P,1,125.9475,Canada
2368,10/28/2014,M6H,1,760.725,Canada
1495,10/15/2014,L5N,1,419.895,Canada
993,10/15/2014,M4E,1,383.1975,Canada
1496,10/15/2014,L5N,1,419.895,Canada
523,10/16/2014,L5R,1,550.9875,Canada
2396,10/16/2014,R3G,1,115.4475,Canada
2077,10/16/2014,L5G,1,388.4475,Canada
1061,9/21/2014,K1Y,1,146.9475,Canada
1171,9/21/2014,L5P,1,356.9475,Canada
676,9/21/2014,H1H,1,761.1975,Canada
578,9/22/2014,R3V,1,787.4475,Canada
3,10/30/2014,M7Y,1,879.375,Canada
1884,10/30/2014,M6G,1,887.1975,Canada
907,10/30/2014,R3G,1,608.9475,Canada
2150,10/30/2014,R3V,1,514.4475,Canada
438,10/31/2014,M5R,1,997.4475,Canada
777,10/31/2014,R3G,1,125.9475,Canada
792,11/25/2014,L4X,1,70.8225,Canada
1009,11/25/2014,M4Y,1,112.8225,Canada
791,11/25/2014,L4X,1,70.8225,Canada
793,11/27/2014,L5N,1,89.1975,Canada
2224,11/27/2014,K1N,1,62.9475,Canada
759,11/27/2014,L5T,1,165.3225,Canada
794,11/27/2014,L4Y,1,89.1975,Canada
1703,11/27/2014,K1H,1,107.5725,Canada
438,4/28/2015,K1R,1,997.4475,Canada
945,4/28/2015,R3B,1,682.4475,Canada
910,4/28/2015,L5N,1,430.4475,Canada
945,4/28/2015,R3V,2,1364.895,Canada
826,4/28/2015,R3T,1,1202.1975,Canada
907,4/28/2015,R3T,1,629.9475,Canada
939,4/28/2015,R3T,1,367.4475,Canada
945,4/28/2015,R3T,1,682.4475,Canada
1019,4/28/2015,L4X,1,236.1975,Canada
579,3/16/2015,R3H,1,1328.1975,Canada
2254,12/24/2014,K1N,1,57.6975,Canada
794,12/24/2014,M5X,1,89.1975,Canada
760,4/6/2015,M7Y,1,165.3225,Canada
556,3/16/2015,R3G,1,855.6975,Canada
491,2/3/2015,M7Y,1,892.4475,Canada
407,2/3/2015,M6G,1,1708.8225,Canada
496,2/3/2015,L5V,1,928.9875,Canada
438,2/4/2015,L5P,1,997.4475,Canada
907,2/5/2015,L5G,1,608.9475,Canada
777,12/24/2014,M6H,1,125.9475,Canada
782,12/24/2014,M6G,1,110.1975,Canada
2255,12/24/2014,K1N,1,57.6975,Canada
793,12/24/2014,M5X,1,89.1975,Canada
2224,12/26/2014,R3Y,2,125.895,Canada
2239,12/26/2014,R3V,1,141.6975,Canada
2224,12/26/2014,R3T,1,68.1975,Canada
2254,12/26/2014,R3V,1,62.9475,Canada
2225,12/26/2014,R3T,1,68.1975,Canada
2255,12/26/2014,R3V,1,62.9475,Canada
2225,12/26/2014,R3Y,2,125.895,Canada
2389,11/28/2014,M5A,1,870.45,Canada
907,11/28/2014,L5N,1,608.9475,Canada
761,11/28/2014,R3G,1,191.5725,Canada
910,11/28/2014,L5N,1,430.4475,Canada
945,11/28/2014,K1R,1,682.4475,Canada
993,11/30/2014,M4Y,1,383.1975,Canada
1908,10/21/2014,R3G,1,393.6975,Canada
556,11/4/2014,M4V,1,855.6975,Canada
674,11/5/2014,R3V,1,692.9475,Canada
674,11/6/2014,L5N,1,682.4475,Canada
793,11/6/2014,M5R,1,89.1975,Canada
443,11/6/2014,R3H,1,923.7375,Canada
794,11/6/2014,M5R,1,89.1975,Canada
2238,12/26/2014,R3V,1,141.6975,Canada
650,12/27/2014,H1B,1,519.6975,Canada
781,12/28/2014,R3V,1,110.1975,Canada
438,12/28/2014,M6J,1,997.4475,Canada
759,12/28/2014,M4V,1,165.3225,Canada
760,12/28/2014,R3T,1,165.3225,Canada
792,12/28/2014,R3T,1,70.8225,Canada
793,12/28/2014,R3V,1,89.1975,Canada
531,12/28/2014,R3V,1,629.7375,Canada
778,12/28/2014,R3V,1,125.9475,Canada
